LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
22100,,65192,HomeImp,Office,9,0,0,128.1567931,1,4,18.8829556
22000,48041,88433,DebtCon,Other,12,0,0,96.33643462,0,10,5.226673619
16400,107669,115881,DebtCon,Other,0,0,0,136.8121195,1,21,39.69996168
13900,78442,105065,HomeImp,ProfExe,0,0,0,71.55047746,0,19,34.75170874
11400,64934,74875,DebtCon,Other,3,0,0,192.3144827,2,16,34.34375572
17400,11147,166496,HomeImp,Mgr,23,0,0,73.46751776,1,19,29.53166415
33200,23858,40268,DebtCon,Other,0,0,0,56.60389545,0,7,16.6958286
20500,67852,97944,HomeImp,Office,14,0,0,141.0053448,0,14,36.6093894
37700,141260,205493,HomeImp,ProfExe,5,0,0,148.1372394,0,31,34.3029739
8000,61565,87624,DebtCon,ProfExe,14,0,0,203.9971364,0,17,23.56256501
9100,62976,77829,HomeImp,Mgr,0,0,2,131.193496,0,23,26.09041891
16100,54715,71673,DebtCon,Office,1,0,0,186.2158287,0,25,29.67050636
26200,49323,77160,DebtCon,Other,23,,1,286.1816551,0,29,39.67630465
25300,51261,87025,DebtCon,Mgr,4,0,0,249.8361848,2,25,31.65878641
13300,66502,78138,DebtCon,Other,4,0,0,178.1121065,1,16,33.79509124
29400,119256,160683,DebtCon,ProfExe,6,0,0,109.121197,3,27,33.30176289
15300,42100,65000,DebtCon,Other,7,0,0,95.33333333,3,15,
9300,,36793,HomeImp,Other,,,,304.5201894,,11,30.73881376
19400,63508,12414,DebtCon,Other,5,,,64.40760462,1,16,40.57016916
9800,62826,65912,HomeImp,Other,6,0,0,132.7524896,0,34,37.58819954
13200,70069,88303,DebtCon,Other,3,0,0,240.8560165,2,25,29.06412827
12700,,41396,HomeImp,Other,0,0,0,302.8700505,1,8,27.98946659
22400,47687,65704,DebtCon,Office,6,0,0,174.5578971,2,27,36.21976783
15200,65000,92000,DebtCon,Office,1,0,0,152.1333333,4,20,
4100,57992,63797,DebtCon,ProfExe,7,0,4,165.505037,1,31,22.27817437
16900,78455,121450,,,,,,,,,33.74237455
22000,88898,121357,HomeImp,Mgr,12,0,0,115.8322132,2,24,31.10896086
8700,,32855,HomeImp,,,,,,,,35.93790268
20000,9647,31920,DebtCon,Other,0,1,0,24.68623145,1,3,28.94036033
4900,65873,90408,,Mgr,2,0,0,141.858999,0,23,37.76961861
9700,98232,117321,DebtCon,Other,19,0,2,194.4247179,2,15,36.95089224
20000,22036,51068,DebtCon,Other,25,0,2,210.7198667,0,25,29.16004451
7500,88056,104794,DebtCon,ProfExe,25,0,0,56.75011314,2,14,30.53890697
11900,85486,109386,HomeImp,ProfExe,11,0,1,175.5425655,0,28,33.67090818
18200,61554,94510,DebtCon,Office,2,0,0,161.3526933,0,24,23.89655471
20700,80124,99938,DebtCon,Mgr,7,0,0,69.32471958,7,24,38.67963357
18700,110292,132953,DebtCon,ProfExe,7,0,0,105.4248876,0,14,30.55275232
24300,42276,68775,DebtCon,Other,24,0,0,309.6835856,2,31,32.74650689
20800,29503,54923,DebtCon,Other,,0,0,215.4807143,0,12,38.73213217
21700,79240,96784,DebtCon,Mgr,5,0,0,64.50842359,6,24,38.07896313
11500,,64037,HomeImp,Other,,0,0,354.1745808,0,7,34.35573924
17600,72232,103081,DebtCon,Other,1,0,0,143.9671531,0,18,36.30996249
25400,,45369,DebtCon,Other,,,,87.26384702,,12,27.5294977
22000,,72304,HomeImp,Office,9,0,0,120.5320184,2,4,20.17621345
8400,30146,39326,HomeImp,ProfExe,11,0,0,183.0927495,0,12,23.09720188
7400,,44651,HomeImp,Other,2,0,0,271.9181691,0,25,42.9300431
11900,114329,143915,DebtCon,ProfExe,15,,1,185.5726683,0,32,28.97773866
17100,91502,113251,DebtCon,Other,18,0,0,289.9544006,0,16,24.45832061
16800,50050,140222,DebtCon,Other,4,0,0,272.4998353,5,43,40.03337824
15700,81709,111127,HomeImp,ProfExe,4,0,0,123.6244484,0,25,37.5606476
9000,8221,38290,DebtCon,Other,4,0,0,266.3837994,0,12,23.70306719
13900,155486,178789,DebtCon,ProfExe,7,,1,192.482316,4,26,41.17671183
25000,65700,93400,DebtCon,Office,10,0,0,149.1666667,0,21,
20000,29400,52000,DebtCon,Other,,0,0,219.1333333,0,13,
12800,75139,105289,HomeImp,ProfExe,8,0,0,151.8511659,0,35,31.21070474
18500,23618,37539,,Office,1,0,0,199.7237771,0,15,36.9827292
17200,39316,66978,DebtCon,,4,0,0,99.98597596,1,10,26.43708406
23600,56023,83659,DebtCon,Mgr,5,0,0,267.7555345,2,25,32.20078133
10100,137299,200339,DebtCon,ProfExe,0,0,0,66.35759046,2,23,35.2377013
11100,67366,102936,DebtCon,Other,9,0,0,213.2814957,0,20,19.07865117
20100,45764,79967,,,,,,,,,38.64772791
8300,14601,66143,HomeImp,Office,24,0,0,320.2348822,1,12,40.01507057
6900,,36191,HomeImp,Other,,,,311.8698993,,12,30.79062077
19700,70709,97394,DebtCon,Mgr,0,0,0,94.86046638,0,17,25.55670764
17800,51689,115660,DebtCon,ProfExe,16,0,0,270.044991,0,19,27.46700181
19000,145800,190300,DebtCon,ProfExe,13,,,109.6666667,1,24,
15000,59000,86420,DebtCon,Office,1.5,0,0,160.3,0,25,
5700,71556,79538,HomeImp,Other,2,0,0,92.64308456,0,15,41.21001247
43000,18388,64896,DebtCon,Other,20,0,0,207.0664633,0,31,40.77787713
21600,93937,147792,DebtCon,ProfExe,23,0,0,156.6673122,0,25,40.19063608
12300,152274,177940,HomeImp,Office,4,0,0,196.8767577,0,56,33.72276915
5400,86922,119846,HomeImp,ProfExe,5,0,0,185.0763473,1,28,26.3548893
21900,61838,92091,DebtCon,Office,5,,,171.5767001,,16,37.80040089
7800,,30320,DebtCon,Other,2,0,0,295.1134207,0,13,23.24567301
62900,119903,201928,DebtCon,ProfExe,9,0,0,297.3074808,1,25,37.63650245
11200,65508,103523,DebtCon,Office,12,0,0,154.4273677,0,12,37.5754361
12900,90646,100744,HomeImp,Other,19,0,0,141.2084606,3,23,31.52637971
16300,102826,114692,DebtCon,Other,8,0,0,317.5079738,1,18,31.91423801
12800,29100,39264,HomeImp,Other,7,0,0,93.39500247,2,12,31.28306102
17700,36253,57420,DebtCon,ProfExe,3,0,0,267.7835088,1,34,37.93457008
8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,
6300,,72890,HomeImp,Office,1,0,0,41.25011359,0,3,39.19806822
22800,76733,105624,DebtCon,Mgr,1,,,225.3275079,5,23,40.69195368
21900,63967,102113,DebtCon,Office,10,,0,107.4498947,2,19,36.1837344
10500,64331,65040,HomeImp,Other,4,0,0,66.54105782,1,20,42.33212434
24700,111107,163926,DebtCon,Mgr,15,0,1,170.6294314,1,26,32.93429181
50800,,86207,HomeImp,Self,9,0,0,167.8236105,0,21,26.65051224
22000,71858,99000,DebtCon,Other,18,0,0,201.8666667,1,13,
15100,,32289,DebtCon,Other,13,,,81.95405483,1,9,33.53470838
9300,39307,51680,DebtCon,Office,8,0,0,196.0146349,0,23,30.7315717
25800,,51824,DebtCon,Other,,,,89.59981508,,12,28.54647846
27100,33649,63214,,Office,2,0,0,113.0367365,2,6,37.83786387
26400,153853,188760,HomeImp,Self,2,0,0,172.5708333,0,17,43.35819405
21000,86545,118000,HomeImp,Mgr,9.9,0,0,121.7666667,2,24,
27100,24494,77479,DebtCon,Other,,1,1,101.3129167,1,26,31.12455386
10100,93085,110069,DebtCon,Other,13,0,0,206.799179,3,16,40.56989706
20900,69233,105434,DebtCon,Other,,2,0,242.1642572,1,13,40.16365053
31000,51370,103298,DebtCon,Office,0,0,0,175.6096146,2,25,38.09341464
26300,,43472,DebtCon,Other,,,,90.08032697,,12,28.68850032
21900,53598,74780,DebtCon,ProfExe,10,0,1,191.5519093,1,42,40.49010197
12100,13218,82386,DebtCon,Other,7,0,0,262.3942543,0,14,18.43047238
17800,58942,91483,HomeImp,ProfExe,5,0,0,123.7366744,0,13,28.15595999
15100,73505,109656,DebtCon,Other,5,0,0,81.96415129,2,13,36.46121054
13300,,27136,HomeImp,,27,0,0,210.9969755,1,4,23.80714773
15900,96854,156450,DebtCon,Mgr,1,0,0,212.6660046,0,19,40.21338458
12100,83557,98881,HomeImp,ProfExe,6,0,0,102.2257045,1,26,25.78278709
28900,89945,124453,DebtCon,Other,2,0,0,194.9102495,2,25,42.71977457
14900,49849,70075,DebtCon,Office,0,0,0,153.691869,0,25,30.9009156
10400,64336,77564,DebtCon,Office,4,2,3,188.7800761,2,30,39.69998047
26700,73468,108774,DebtCon,ProfExe,11,0,0,290.0805914,1,32,39.0422045
37200,35515,76591,DebtCon,ProfExe,6,0,0,203.7080546,1,17,22.43213209
38600,145590,209950,HomeImp,ProfExe,4,0,0,149.8811289,0,31,35.58278883
14600,16535,46993,HomeImp,Office,24,0,0,260.8915332,0,20,28.1898371
13900,77007,96718,DebtCon,ProfExe,8,2,0,183.6086672,0,30,26.43131452
27900,113843,156282,DebtCon,ProfExe,7,0,0,109.9596262,2,27,33.94246485
5500,87438,116679,HomeImp,ProfExe,6,0,0,186.424416,1,27,28.4175309
20500,173061,220886,DebtCon,Office,13,0,0,213.9143599,1,32,43.79573429
9000,64917,102270,DebtCon,Other,10,0,0,213.0333333,0,21,
12000,81000,105250,DebtCon,ProfExe,9,0,0,200.9,2,37,
15900,68079,90212,HomeImp,Other,,0,0,304.2447551,0,19,30.42200388
8600,57727,70828,HomeImp,Other,5,0,0,87.84531097,3,19,41.75352499
14900,22245,31531,DebtCon,Office,7,0,0,91.07421818,0,16,21.62058028
25500,26603,64347,,Office,1,0,0,117.432365,1,6,39.25791203
10800,49953,75322,DebtCon,Other,0,0,0,58.89273133,8,21,23.87594619
23900,,62276,DebtCon,Other,26,0,0,127.024625,0,8,20.40782558
14700,27235,39102,HomeImp,Other,8,0,0,71.42081509,2,11,29.15169816
16500,48491,112677,HomeImp,Office,2,,2,138.0960861,1,23,37.25333322
17000,118822,208429,DebtCon,Other,3,0,0,206.7370713,0,16,25.87399085
14700,65660,81937,DebtCon,Office,2,0,0,106.6575189,1,19,25.19780688
23700,104752,143913,HomeImp,,,,,,,,36.76101419
10800,59469,69834,DebtCon,Other,3,0,0,308.7591757,0,9,34.09578509
8500,61607,81126,HomeImp,Other,16,0,0,222.2111903,1,35,34.72969809
18300,121001,210685,DebtCon,Other,2,0,0,192.9772854,0,16,26.86050033
43100,13356,64852,HomeImp,Office,,0,0,320.3105483,0,19,15.60459962
15900,107336,120451,DebtCon,Other,1,0,0,123.4655194,2,21,37.99240801
10000,66000,89145,DebtCon,Office,9,0,0,215.0333333,3,29,
21800,,25566,DebtCon,ProfExe,8,0,0,114.5417511,1,19,21.82563105
30700,36804,83295,DebtCon,Other,,,,289.3998161,0,15,42.21386978
12900,45215,66162,DebtCon,Other,4,0,0,170.7645169,0,14,39.24801492
11800,112146,140781,DebtCon,ProfExe,14,,0,170.7005075,0,32,29.9424924
14700,49264,68591,DebtCon,Other,9,0,0,237.8391591,0,18,31.25670012
25000,94000,141750,DebtCon,Mgr,22,0,0,209,0,13,
6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.8850935
27700,25947,49836,DebtCon,Other,24,0,0,120.0258521,0,10,23.81017336
8000,53000,65960,HomeImp,Other,7.5,0,0,132.5666667,0,17,
8300,54039,89301,HomeImp,Other,18,0,0,173.1913224,0,28,26.26681575
12700,58606,83010,DebtCon,Other,1,0,0,125.3258854,3,11,35.99961072
17500,101354,117209,DebtCon,ProfExe,1,0,0,136.1582225,0,30,36.8517233
50300,,88313,HomeImp,Other,,0,0,344.4097766,0,7,22.16959631
12800,58592,87002,DebtCon,Office,13,0,0,139.5308428,0,24,37.53107709
17200,48999,76544,DebtCon,ProfExe,5,0,0,240.5227465,3,31,32.84175391
31900,16363,43218,DebtCon,Other,29,0,0,200.3016025,0,14,42.09417911
16700,12830,56465,DebtCon,ProfExe,3,0,0,301.1485223,0,15,18.25148086
20900,59228,92224,DebtCon,Office,1,0,0,157.0711836,1,21,37.67720937
13500,68262,93841,HomeImp,Office,26,0,0,159.61702,1,14,40.75298037
31700,55247,103246,DebtCon,Office,3,0,0,177.2769279,1,25,35.30277411
6500,33639,37345,HomeImp,ProfExe,11,0,0,191.0756559,0,13,24.22731934
24100,,49433,DebtCon,Other,,,,83.09972613,,13,26.14897018
25600,241570,264772,HomeImp,Self,4,1,0,260.7419889,2,50,37.37997465
24500,,149489,,,,,,,,,15.44348605
88800,53307,94058,DebtCon,Other,16,0,0,218.3049777,0,15,34.24246473
8400,75912,95329,DebtCon,Mgr,18,0,1,294.1642246,0,24,38.64180454
9700,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276
26000,81764,118388,DebtCon,ProfExe,9,0,0,130.1924181,0,18,28.15413466
22600,133264,172882,DebtCon,ProfExe,6,1,0,190.2475602,0,37,19.97395503
19000,43479,78631,DebtCon,Other,1,,1,301.4036915,1,10,38.25309688
16800,67049,89729,HomeImp,Other,,0,0,286.3751286,0,20,28.73912802
22400,71784,101695,DebtCon,Other,,2,1,239.903304,2,14,42.81636756
9300,30204,57036,,Other,30,0,0,235.492813,0,19,23.13784056
8300,44783,63424,HomeImp,Other,2,0,,97.90083621,,12,36.5878698
20500,93761,94895,DebtCon,ProfExe,1,1,0,118.276051,0,20,33.70161545
11100,61856,77275,HomeImp,Other,4,0,1,243.7137741,1,16,36.56411956
15000,95300,135700,DebtCon,Office,3,,,115.6666667,3,16,
9200,19756,26140,DebtCon,Other,0,1,0,0.486711451,9,7,27.07525664
10300,54925,84078,HomeImp,Other,2,0,1,189.6952729,0,13,29.13369741
12600,84933,110253,DebtCon,ProfExe,8,0,0,192.4226063,1,37,40.84507779
50000,174900,250000,DebtCon,ProfExe,5.5,0,0,235.4333333,2,33,
21500,100727,146904,HomeImp,ProfExe,11,0,0,153.2238882,1,23,34.96596275
11100,148235,182053,HomeImp,Office,4,0,0,198.8097171,0,55,33.53872615
21000,63405,86804,DebtCon,Office,5,,,156.8727507,,15,37.43378459
21200,70096,108632,HomeImp,Other,4,0,0,200.0149175,1,13,29.64128644
12300,27859,48393,HomeImp,Other,10,0,0,82.76016033,0,3,34.38536707
26100,150464,203202,HomeImp,Other,10,0,0,248.4819453,1,33,43.11219067
15400,50121,67755,DebtCon,Other,3,0,0,168.748032,0,14,37.56086276
25400,82553,107422,DebtCon,Mgr,9,1,0,305.7597054,2,29,32.72167844
13100,,47568,HomeImp,Other,0,0,0,319.5959373,0,8,25.83678517
14700,47177,68456,HomeImp,ProfExe,3,0,0,193.6850688,2,18,34.54253324
8200,66254,74994,DebtCon,ProfExe,7,0,0,60.38486252,1,24,39.72610514
25200,137054,207511,HomeImp,ProfExe,4,0,0,188.5746595,0,27,39.96388766
24900,,48291,DebtCon,Other,,,,94.07837758,,12,25.61784573
11400,43530,56600,HomeImp,Other,21,0,0,114.982979,0,23,39.4816629
42200,,55578,DebtCon,Other,,6,,115.8781891,,20,28.23841231
12900,70167,90812,HomeImp,Office,25,0,0,177.0806266,2,13,40.22569567
8200,172497,249071,DebtCon,Sales,,0,0,114.9819744,0,21,41.09802515
26100,20566,50534,DebtCon,Other,24,0,0,140.5532102,1,10,24.09826676
6900,97662,110046,HomeImp,Office,24,0,0,111.1233973,0,11,37.25315085
