Hour 0,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,target
1.538366667,1.3825,0.330866667,0.319266667,0.3342,0.3726,1.301288136,2.674833333,1.824733333,1.373433333,1.396266667,2.089766667,1
0.333466667,0.300466667,0.2946,0.989633333,0.2773,0.313966667,0.282366667,0.633833333,1.2043,2.146866667,3.112266667,2.363433333,1
0.364033333,0.312466667,0.6631,0.636066667,0.326233333,0.331533333,1.5065,2.815133333,2.346233333,1.3808,1.397,1.4047,1
0.329533333,0.359933333,0.3293,1.0853,0.3511,0.330033333,1.138,2.953733333,1.804066667,1.6681,1.8621,1.4443,1
1.134866667,0.345866667,0.348,0.326766667,0.3226,0.387766667,0.979833333,2.568033333,2.0532,1.963233333,1.4259,1.4626,1
0.3084,0.283733333,0.311166667,0.3151,0.2681,0.8153,0.3912,0.264033333,0.3317,0.286266667,0.273,0.3255,0
0.3349,0.378333333,0.3117,0.2997,0.2984,0.301766667,1.513966667,2.503,2.142133333,2.008933333,0.934066667,0.347766667,0
0.432133333,0.331,0.7374,0.625,0.394433333,0.3401,0.886366667,2.6104,2.1925,2.041533333,1.477066667,1.453433333,1
0.4239,0.322633333,0.336733333,0.290366667,0.352033333,0.826433333,0.795933333,2.013666667,1.476133333,1.3856,1.590333333,0.523466667,0
0.202933333,0.690266667,0.362866667,0.170466667,0.210366667,0.194433333,0.400966667,0.987533333,0.632766667,0.182166667,0.211533333,0.186533333,0
0.421266667,0.476366667,0.434533333,0.347433333,0.372366667,0.462333333,0.7962,0.802566667,0.5664,1.575666667,2.2714,1.219266667,1
1.062766667,0.425833333,0.410533333,0.355833333,0.4539,0.363766667,0.455566667,0.527733333,0.925133333,1.712566667,0.8294,0.5404,1
0.4233,0.349866667,0.410433333,0.3747,0.359,0.8362,0.633,1.866666667,1.474066667,1.3697,1.4806,1.4476,0
0.642466667,0.280133333,0.3331,0.282933333,0.2377,0.805166667,0.209833333,0.195,0.456833333,0.332433333,2.013566667,2.180733333,0
0.374866667,0.285466667,0.310366667,0.236866667,0.2957,0.3051,1.338166667,1.755366667,1.3329,1.376166667,1.354066667,1.5231,0
0.301966667,0.3835,0.302833333,0.372266667,0.3067,0.9327,1.229166667,1.579666667,1.376233333,1.1181,0.304166667,0.766133333,1
0.404266667,0.326866667,0.317366667,0.323733333,0.75,0.682166667,0.553833333,1.4263,1.792333333,1.354966667,1.4778,1.3937,0
1.304066667,0.308833333,0.214333333,0.2237,0.267133333,0.21,0.2152,1.9449,1.270733333,0.409633333,0.2587,0.2074,0
0.261133333,0.226533333,0.274233333,0.2703,0.5668,0.5219,0.9248,1.453566667,1.955533333,1.906066667,0.694666667,0.198633333,0
0.4345,0.211766667,0.303966667,0.282366667,0.201666667,1.006666667,0.6657,1.940466667,1.924933333,1.293733333,0.5968,0.265966667,0
0.641266667,0.404666667,0.4186,1.134833333,0.383633333,0.3547,0.351633333,0.3391,0.516633333,1.988333333,1.0447,0.486133333,0
1.0812,0.523433333,0.1634,0.1461,0.178166667,0.1625,0.151466667,0.1626,1.638633333,2.0162,2.319533333,1.729833333,0
0.219433333,0.154966667,0.2331,0.225966667,0.182466667,0.19,0.2236,0.1974,0.219233333,0.217,0.166433333,0.212,0
0.3429,0.341933333,0.3668,0.297233333,0.3644,0.315133333,0.663766667,0.8197,1.2277,0.499466667,0.2414,0.3484,0
0.353766667,1.249,0.290366667,0.261933333,0.2945,0.313733333,0.2842,0.333166667,0.257966667,0.338966667,0.258733333,0.2742,0
1.2898,0.5638,0.1719,0.229133333,0.1682,0.224766667,1.511766667,1.846033333,0.246166667,0.168433333,0.253933333,0.171533333,0
0.364833333,0.266133333,0.260933333,0.2816,0.275333333,0.2615,0.5988,2.311466667,2.024766667,1.879133333,1.7242,1.5514,0
0.292133333,0.304433333,0.2139,0.319833333,0.260866667,0.290933333,0.411933333,2.1269,1.6849,1.324766667,0.702966667,0.256866667,0
0.3246,0.806266667,0.4391,0.336166667,0.279333333,0.261266667,0.910666667,1.698,0.319833333,0.307,0.349933333,0.469933333,0
0.3365,0.2546,0.308666667,0.892166667,0.2705,0.2976,0.736366667,2.702166667,2.505266667,1.3702,1.369733333,1.151833333,1
0.2717,0.294666667,0.3021,0.277833333,1.0245,0.291666667,0.6435,0.939533333,2.144533333,1.659666667,1.627533333,1.527166667,1
0.377333333,0.3427,0.293166667,0.298733333,0.3272,0.344666667,0.305466667,0.837233333,0.712066667,0.6853,1.290833333,1.2254,1
0.311133333,0.301833333,0.296066667,0.674766667,0.7197,0.310166667,0.941033333,2.518933333,1.4617,1.4417,1.4748,1.438633333,0
0.370133333,0.3102,0.322633333,0.314733333,0.667366667,0.493033333,0.5198,2.142466667,2.0458,1.311966667,1.331133333,1.339866667,1
0.406266667,0.3726,0.336066667,0.3324,0.3158,1.1714,0.391,1.819033333,1.958066667,1.839366667,1.230833333,1.044966667,1
0.392666667,0.402566667,0.377833333,0.4021,0.360866667,0.337266667,0.3934,0.348433333,1.797433333,1.489366667,2.3309,3.995633333,1
0.514533333,0.448733333,0.564666667,0.4429,0.554866667,0.8807,0.941733333,2.378833333,1.6553,1.631966667,1.057433333,0.440833333,1
3.1856,1.5539,0.956666667,0.457933333,1.0703,0.431033333,0.4169,0.424433333,0.4395,1.199266667,1.5636,1.657933333,1
0.7471,1.128733333,0.359,0.308233333,0.3397,0.3245,0.3649,0.805766667,1.547166667,1.7734,1.7636,2.697066667,1
0.369166667,0.319266667,0.354533333,0.351,0.342433333,0.318666667,1.087033333,0.5523,0.4018,0.925133333,0.598633333,1.4178,1
0.565333333,0.352433333,0.3161,0.345733333,0.366866667,0.363666667,1.150166667,0.645933333,0.8163,1.107333333,1.427166667,2.626433333,1
0.286166667,0.296066667,0.262466667,0.318466667,0.881266667,0.277433333,0.616033333,1.5146,2.455466667,1.5103,1.5032,1.508233333,1
0.281666667,0.314266667,0.262266667,0.2791,0.284933333,1.005533333,1.621833333,2.906766667,1.591466667,1.962766667,1.386533333,1.366166667,0
0.3528,0.328966667,0.343133333,0.283633333,0.333433333,0.342733333,0.5678,2.5308,2.3488,1.819933333,1.4723,1.493066667,1
2.324666667,2.0002,1.9685,1.951533333,2.075966667,2.732433333,2.513433333,2.408366667,2.654133333,2.680933333,2.100866667,3.439866667,1
0.484433333,0.3504,0.294066667,0.271033333,0.304866667,0.276166667,1.539366667,3.1043,2.378966667,1.330366667,1.3489,1.3598,1
0.9705,0.270566667,0.267233333,0.2964,0.274866667,0.266766667,1.2882,2.343966667,1.463533333,1.507966667,2.372266667,2.2017,1
0.300366667,0.299833333,0.3058,0.361166667,0.6326,0.661666667,0.5568,1.883733333,1.880766667,1.439933333,1.404433333,1.3643,0
2.447933333,2.383966667,2.405666667,2.4315,2.416366667,2.431733333,3.0342,3.3676,2.408466667,2.586066667,1.369833333,0.773666667,1
1.2968,1.051433333,0.2811,0.331733333,0.271433333,0.2626,1.018466667,2.070133333,0.739,0.517,0.581533333,1.9352,1
1.085666667,0.9606,1.028266667,1.0139,0.8597,1.0074,1.7675,2.907333333,2.147033333,2.094433333,1.6746,3.2493,1
0.714,0.837266667,0.325466667,0.3885,0.320466667,0.327266667,0.923666667,2.0521,1.903233333,1.4354,1.489733333,1.375033333,1
1.495466667,1.095433333,0.387333333,0.3467,0.355833333,0.363233333,0.3567,0.3621,0.3491,1.4643,1.577433333,1.367133333,0
1.367966667,0.8498,0.322,0.3688,0.308566667,0.295466667,1.159933333,2.350533333,2.087933333,1.5027,1.3476,1.3414,1
0.4202,0.3612,0.438633333,0.322433333,0.397133333,0.316466667,0.619966667,2.147066667,1.556066667,1.478066667,1.638666667,3.452166667,1
1.3165,0.327466667,0.319366667,0.324233333,0.293966667,0.3772,0.3535,0.398133333,0.652,2.0326,1.159266667,1.285866667,1
0.192366667,0.2156,0.191066667,0.179,0.2023,0.8155,0.220566667,1.106933333,1.3752,1.4076,0.5873,0.518233333,0
1.7596,2.161666667,1.711666667,0.7081,0.718133333,0.3655,0.247766667,0.323433333,0.538966667,0.597233333,1.307966667,1.327033333,1
0.396633333,0.386466667,0.385566667,0.354433333,0.4006,0.5687,1.385966667,1.9092,1.510933333,1.434733333,1.4305,1.019533333,0
1.478766667,1.447633333,1.457666667,0.3954,0.407033333,0.3084,0.729933333,2.1199,2.2432,1.596366667,1.6475,1.604066667,1
0.3958,0.2398,0.225833333,0.2323,0.208666667,0.230733333,1.100933333,1.6075,1.519333333,1.2109,1.1493,0.198633333,0
0.2766,0.3269,0.251,0.2897,0.8775,0.470466667,0.8294,2.156466667,1.726166667,1.1995,0.437233333,0.436666667,0
0.4253,0.485333333,0.408933333,0.483033333,0.398133333,0.423,1.0084,2.0483,1.4281,1.528833333,1.434466667,1.5097,0
0.3402,0.3791,0.316233333,0.3017,0.332033333,0.251866667,1.624666667,1.876033333,2.0137,1.8483,1.425133333,1.4143,0
0.231133333,0.2069,0.2592,0.205533333,0.193,0.5888,0.758733333,0.9147,1.800966667,1.792366667,1.225966667,0.437166667,0
0.315966667,0.320266667,0.302333333,0.278533333,0.286266667,0.281366667,1.321133333,1.907033333,2.0554,0.744666667,1.260666667,0.630733333,0
0.329733333,0.291466667,0.3568,0.2696,0.626266667,0.692066667,0.255566667,0.680433333,1.080633333,1.283733333,0.576666667,0.6476,0
0.347966667,0.429866667,0.4083,0.361166667,0.342333333,0.5,0.757766667,0.336933333,0.510666667,0.459733333,1.535433333,1.474133333,0
1.3562,0.197033333,0.1912,0.176966667,0.191966667,0.1992,0.177166667,0.189966667,0.955666667,1.7487,1.723133333,2.6036,0
0.403533333,0.347233333,0.3972,0.414766667,0.415266667,0.328533333,0.398566667,0.29,0.203766667,0.151366667,0.210466667,0.2279,0
0.405166667,0.301666667,0.330066667,0.317066667,0.303133333,0.3468,0.302066667,1.540033333,1.827833333,1.783866667,0.280266667,0.2965,0
0.436633333,1.134933333,0.3216,0.275766667,0.327,0.241133333,0.2839,0.3261,0.282566667,0.3212,0.2798,0.3235,0
0.2016,0.234266667,0.177833333,0.188633333,0.220933333,0.1571,1.0285,1.022966667,0.212433333,0.191166667,0.172366667,0.2234,0
0.290133333,0.2731,0.261233333,0.287533333,0.2836,0.278866667,0.6822,1.8146,1.420833333,1.241333333,1.418833333,0.5162,0
0.6764,0.602033333,0.279266667,0.2624,0.308333333,0.271766667,0.7977,1.697,1.451,1.647633333,1.3143,1.3121,0
1.036133333,0.461,0.345,0.274066667,0.3428,0.302566667,0.718766667,1.6514,1.4151,0.8931,1.3423,0.427666667,0
0.585433333,0.312233333,0.3024,0.321566667,0.293033333,0.812333333,1.451433333,2.8325,1.993933333,1.3482,0.906833333,0.281833333,0
0.6461,0.4843,0.469533333,0.492866667,0.463333333,0.4402,0.480633333,1.876666667,2.272666667,0.9876,2.417933333,2.897066667,1
0.3126,0.2544,0.270533333,0.261433333,0.836666667,0.309733333,0.742333333,2.210133333,1.484066667,1.345166667,1.412166667,1.336233333,1
0.854033333,0.333333333,0.316266667,0.343233333,0.335666667,0.303833333,1.494333333,2.038566667,2.138866667,1.8389,2.566466667,2.041166667,1
0.542166667,0.835033333,0.4688,0.3578,0.380366667,0.332566667,0.3863,1.2058,2.090933333,0.704,1.134033333,0.6725,1
0.3739,0.3577,0.347133333,0.398166667,0.322266667,0.366766667,0.7856,2.529766667,1.8892,1.8925,1.453633333,1.3134,0
0.394533333,0.397633333,0.468633333,0.337466667,0.333833333,0.451133333,1.130166667,2.519866667,1.720933333,1.751933333,1.828566667,0.948866667,1
0.318066667,0.3229,0.8652,0.3069,0.315,0.317833333,0.561966667,3.031833333,2.575066667,1.847633333,1.854566667,1.352566667,1
1.436066667,1.3265,1.335733333,1.335466667,1.3224,1.319766667,1.813133333,3.367366667,1.649166667,1.4036,1.363766667,1.574366667,1
0.387833333,0.361633333,0.277733333,0.374433333,0.2885,0.919166667,0.980566667,2.394933333,1.7417,1.334333333,1.4088,1.257666667,0
0.881,0.267266667,0.350633333,0.3204,0.2792,0.2896,0.656366667,2.694,2.3759,1.555466667,1.864433333,1.411733333,1
0.268433333,0.2906,0.2684,0.289933333,0.271566667,0.277533333,0.966,2.449766667,1.702566667,1.595566667,1.2696,0.530133333,1
0.415366667,0.305,0.285566667,0.5429,0.810066667,0.278433333,1.2857,2.194866667,1.738333333,1.400166667,1.325733333,1.325266667,1
0.341633333,0.342166667,0.369633333,0.330433333,0.318733333,0.386733333,1.1641,2.851233333,1.704833333,1.358333333,0.381766667,0.6775,1
1.436033333,0.451366667,0.332366667,0.346433333,0.3015,0.316666667,1.8135,2.465966667,2.172,1.993333333,1.3417,1.375633333,1
0.2767,0.2793,0.319433333,0.931366667,0.265033333,0.284066667,1.045266667,2.5957,2.4529,1.822466667,1.772866667,1.970766667,1
0.301633333,0.307866667,1.0226,0.2824,0.300966667,0.294,1.082133333,2.716133333,1.525233333,1.359966667,1.474466667,1.623866667,1
0.3216,0.3041,0.9865,0.320033333,0.374566667,0.2969,1.569266667,2.9396,1.589533333,2.1982,2.152666667,2.177533333,1
0.307733333,0.2915,0.308233333,0.2859,0.289833333,0.285333333,0.839966667,1.822333333,2.216033333,2.176933333,1.886866667,1.930466667,1
1.405966667,1.353766667,1.356033333,1.386066667,0.774233333,0.2849,0.624433333,1.406666667,2.1118,1.414066667,2.512333333,0.544466667,1
0.292433333,0.3047,0.2955,0.3119,0.272533333,0.9213,1.5734,3.175133333,1.9252,1.831533333,1.8476,1.955,1
1.3978,0.3559,0.301933333,0.298266667,0.307166667,0.313033333,0.373066667,2.016766667,2.374,1.9429,1.3724,1.4427,1
0.3388,0.273133333,0.268466667,0.353133333,0.2677,0.2763,0.335366667,0.2729,0.2931,0.866333333,0.586233333,0.3085,0
1.1131,0.9915,0.402666667,0.312,0.306733333,0.314866667,0.358033333,0.6508,1.1815,1.932266667,1.373233333,1.174333333,1
1.486466667,1.468233333,1.462666667,1.089133333,0.358366667,0.4491,0.308933333,1.776,1.973933333,1.535333333,1.461433333,0.9088,1
0.389666667,0.361633333,0.374766667,0.7748,0.386366667,0.3044,0.810566667,1.997,1.4841,1.405066667,1.4629,1.7349,0
0.369966667,0.196733333,0.2212,0.271233333,0.198066667,0.2355,0.211566667,0.964666667,1.330633333,1.277266667,1.3345,0.515166667,0
0.311233333,0.348466667,0.2516,0.2931,0.351966667,0.2305,0.322533333,0.320866667,1.063833333,0.4906,2.2717,2.425066667,0
0.4676,0.375966667,0.477566667,0.374166667,0.4646,0.7783,2.453333333,2.3328,1.599733333,1.415233333,1.5336,1.4114,1
0.3264,0.986166667,0.501466667,0.3509,0.3149,0.319766667,0.944966667,2.461333333,2.1047,1.6658,1.516966667,1.922566667,1
0.958533333,0.196366667,0.155966667,0.204466667,0.188466667,0.166933333,0.411666667,0.3328,0.4304,0.436966667,1.1307,0.396133333,0
0.313866667,0.309533333,0.345133333,0.321833333,0.292933333,0.324866667,1.218666667,1.891566667,2.2003,2.021033333,1.470533333,0.916266667,0
0.449333333,0.418233333,0.433933333,0.437733333,0.407566667,0.431666667,1.752433333,1.589,1.556633333,1.203766667,0.4624,0.362366667,0
0.974533333,0.423566667,0.802533333,0.318566667,0.342433333,0.3234,0.606366667,1.691466667,1.713333333,1.3865,1.3559,0.921,1
0.5118,0.789666667,0.227266667,0.230033333,0.195433333,0.220633333,0.238733333,0.389833333,1.1667,0.756533333,0.1828,0.218,0
1.3576,0.778166667,0.257566667,0.2823,0.292866667,0.2719,1.1442,1.287033333,0.2411,0.5099,0.944566667,0.756833333,0
0.785666667,0.2471,0.282433333,0.2858,0.1886,0.314966667,0.2406,0.291133333,0.199933333,0.2599,0.710533333,0.533966667,0
1.100533333,0.3849,0.468733333,0.341066667,0.362533333,0.372133333,0.5445,0.836533333,0.944233333,0.6024,0.759166667,0.628533333,0
0.792566667,0.269833333,0.8995,0.3001,0.155633333,0.157166667,0.176066667,0.161733333,1.047433333,2.099333333,1.793366667,1.213366667,0
0.1584,0.216566667,0.214133333,0.2036,0.176433333,0.221633333,0.1955,0.214466667,0.174433333,0.224866667,0.190933333,0.2134,0
0.298166667,0.2689,0.349366667,0.7999,0.427566667,0.278633333,0.328966667,0.748733333,0.899966667,0.3344,0.2974,0.301566667,0
0.616733333,0.9415,0.277633333,0.270133333,0.3089,0.2886,0.311533333,0.280366667,0.259866667,0.306933333,0.2762,0.3204,0
1.2854,1.262933333,1.244466667,0.1889,0.230266667,0.198833333,0.546266667,1.482166667,1.151533333,0.2395,0.172833333,0.700233333,0
0.4493,0.6873,0.301066667,0.261333333,0.2792,0.280333333,0.835633333,2.023033333,1.745133333,2.139566667,1.4755,0.839466667,0
0.257633333,0.317366667,0.901766667,0.297166667,0.260766667,0.2821,0.5425,1.878333333,1.9007,1.327766667,1.043066667,1.005566667,1
1.9163,1.762633333,2.2741,2.235966667,1.428833333,0.2998,0.2696,0.3461,0.3628,0.4345,0.261866667,0.8206,1
0.8884,0.316733333,0.256433333,0.297866667,0.289,0.2646,0.315166667,1.792633333,2.655533333,1.7159,3.170033333,3.563066667,1
4.6702,3.747333333,3.126933333,2.443566667,2.055566667,1.350066667,1.376733333,1.3412,0.5089,1.571133333,0.999433333,1.800833333,1
0.317633333,0.3892,0.312933333,0.996633333,0.339066667,0.308266667,1.821566667,2.373133333,2.836233333,2.247133333,1.470533333,1.5489,1
0.2869,0.298366667,0.296266667,0.288533333,0.294,0.2943,0.286266667,1.719,2.276866667,1.372066667,1.3429,0.42,1
0.3662,0.368866667,0.3876,0.7592,0.486366667,0.363166667,1.610066667,2.769633333,1.888266667,1.967266667,1.460266667,1.392533333,0
0.372566667,0.320333333,0.996733333,0.329533333,0.353566667,0.292066667,0.553666667,2.086566667,2.3063,2.053733333,1.4405,1.706666667,0
0.383766667,0.4586,0.316966667,0.364666667,0.9848,0.4641,0.930133333,2.844266667,2.364666667,1.6671,2.077866667,1.5266,1
0.3737,0.291866667,0.2988,0.3135,0.9745,0.3033,0.956233333,2.420466667,2.537266667,0.805933333,0.3307,0.333966667,1
0.321433333,0.345133333,0.3148,0.363966667,0.320833333,0.3354,1.570133333,2.400933333,1.409166667,1.3739,1.146066667,0.312333333,0
0.316266667,0.3444,0.342,0.342833333,0.324366667,0.633366667,1.0501,0.669133333,1.597766667,1.822833333,1.3975,1.363366667,0
0.691033333,0.8481,0.3094,0.283966667,0.349433333,0.371166667,0.5848,2.1326,1.496033333,0.729166667,0.422033333,1.1491,1
0.324833333,0.2578,0.3018,0.289333333,0.278533333,0.742066667,0.616566667,1.770866667,2.424066667,1.959433333,1.4338,1.534133333,1
